t,eg
56.523000,0.053035
56.524000,0.053034
56.525000,0.053034
56.526000,0.053033
56.527000,0.053033
56.528000,0.053032
56.529000,0.053032
56.530000,0.053031
56.531000,0.053031
56.532000,0.053031
56.533000,0.053030
56.534000,0.053030
56.535000,0.053029
56.536000,0.053029
56.537000,0.053028
56.538000,0.053028
56.539000,0.053027
56.540000,0.053027
56.541000,0.053026
56.542000,0.053026
56.543000,0.053025
56.544000,0.053025
56.545000,0.053024
56.546000,0.053024
56.547000,0.053024
56.548000,0.053023
56.549000,0.053023
56.550000,0.053022
56.551000,0.053022
56.552000,0.053021
56.553000,0.053021
56.554000,0.053020
56.555000,0.053020
56.556000,0.053019
56.557000,0.053019
56.558000,0.053018
56.559000,0.053018
56.560000,0.053017
56.561000,0.053017
56.562000,0.053017
56.563000,0.053016
56.564000,0.053016
56.565000,0.053015
56.566000,0.053015
56.567000,0.053014
56.568000,0.053014
56.569000,0.053013
56.570000,0.053013
56.571000,0.053012
56.572000,0.053012
56.573000,0.053011
56.574000,0.053011
56.575000,0.053010
56.576000,0.053010
56.577000,0.053009
56.578000,0.053009
56.579000,0.053009
56.580000,0.053008
56.581000,0.053008
56.582000,0.053007
56.583000,0.053007
56.584000,0.053006
56.585000,0.053006
56.586000,0.053005
56.587000,0.053005
56.588000,0.053004
56.589000,0.053004
56.590000,0.053003
56.591000,0.053003
56.592000,0.053002
56.593000,0.053002
56.594000,0.053002
56.595000,0.053001
56.596000,0.053001
56.597000,0.053000
56.598000,0.053000
56.599000,0.052999
56.600000,0.052999
56.601000,0.052998
56.602000,0.052998
56.603000,0.052997
56.604000,0.052997
56.605000,0.052996
56.606000,0.052996
56.607000,0.052995
56.608000,0.052995
56.609000,0.052995
56.610000,0.052994
56.611000,0.052994
56.612000,0.052993
56.613000,0.052993
56.614000,0.052992
56.615000,0.052992
56.616000,0.052991
56.617000,0.052991
56.618000,0.052990
56.619000,0.052990
56.620000,0.052989
56.621000,0.052989
56.622000,0.052988
56.623000,0.052988
56.624000,0.052988
56.625000,0.052987
56.626000,0.052987
56.627000,0.052986
56.628000,0.052986
56.629000,0.052985
56.630000,0.052985
56.631000,0.052984
56.632000,0.052984
56.633000,0.052983
56.634000,0.052983
56.635000,0.052982
56.636000,0.052982
56.637000,0.052981
56.638000,0.052981
56.639000,0.052981
56.640000,0.052980
56.641000,0.052980
56.642000,0.052979
56.643000,0.052979
56.644000,0.052978
56.645000,0.052978
56.646000,0.052977
56.647000,0.052977
56.648000,0.052976
56.649000,0.052976
56.650000,0.052975
56.651000,0.052975
56.652000,0.052974
56.653000,0.052974
56.654000,0.052974
56.655000,0.052973
56.656000,0.052973
56.657000,0.052972
56.658000,0.052972
56.659000,0.052971
56.660000,0.052971
56.661000,0.052970
56.662000,0.052970
56.663000,0.052969
56.664000,0.052969
56.665000,0.052968
56.666000,0.052968
56.667000,0.052967
56.668000,0.052967
56.669000,0.052967
56.670000,0.052966
56.671000,0.052966
56.672000,0.052965
56.673000,0.052965
56.674000,0.052964
56.675000,0.052964
56.676000,0.052963
56.677000,0.052963
56.678000,0.052962
56.679000,0.052962
56.680000,0.052961
56.681000,0.052961
56.682000,0.052960
56.683000,0.052960
56.684000,0.052960
56.685000,0.052959
56.686000,0.052959
56.687000,0.052958
56.688000,0.052958
56.689000,0.052957
56.690000,0.052957
56.691000,0.052956
56.692000,0.052956
56.693000,0.052955
56.694000,0.052955
56.695000,0.052954
56.696000,0.052954
56.697000,0.052953
56.698000,0.052953
56.699000,0.052953
56.700000,0.052952
56.701000,0.052952
56.702000,0.052951
56.703000,0.052951
56.704000,0.052950
56.705000,0.052950
56.706000,0.052949
56.707000,0.052949
56.708000,0.052948
56.709000,0.052948
56.710000,0.052947
56.711000,0.052947
56.712000,0.052946
56.713000,0.052946
56.714000,0.052946
56.715000,0.052945
56.716000,0.052945
56.717000,0.052944
56.718000,0.052944
56.719000,0.052943
56.720000,0.052943
56.721000,0.052942
56.722000,0.052942
56.723000,0.052941
56.724000,0.052941
56.725000,0.052940
56.726000,0.052940
56.727000,0.052939
56.728000,0.052939
56.729000,0.052939
56.730000,0.052938
56.731000,0.052938
56.732000,0.052937
56.733000,0.052937
56.734000,0.052936
56.735000,0.052936
56.736000,0.052935
56.737000,0.052935
56.738000,0.052934
56.739000,0.052934
56.740000,0.052933
56.741000,0.052933
56.742000,0.052932
56.743000,0.052932
56.744000,0.052932
56.745000,0.052931
56.746000,0.052931
56.747000,0.052930
56.748000,0.052930
56.749000,0.052929
56.750000,0.052929
56.751000,0.052928
56.752000,0.052928
56.753000,0.052927
56.754000,0.052927
56.755000,0.052926
56.756000,0.052926
56.757000,0.052925
56.758000,0.052925
56.759000,0.052925
56.760000,0.052924
56.761000,0.052924
56.762000,0.052923
56.763000,0.052923
56.764000,0.052922
56.765000,0.052922
56.766000,0.052921
56.767000,0.052921
56.768000,0.052920
56.769000,0.052920
56.770000,0.052919
56.771000,0.052919
56.772000,0.052918
56.773000,0.052918
56.774000,0.052918
56.775000,0.052917
56.776000,0.052917
56.777000,0.052916
56.778000,0.052916
56.779000,0.052915
56.780000,0.052915
56.781000,0.052914
56.782000,0.052914
56.783000,0.052913
56.784000,0.052913
56.785000,0.052912
56.786000,0.052912
56.787000,0.052912
56.788000,0.052911
56.789000,0.052911
56.790000,0.052910
56.791000,0.052910
56.792000,0.052909
56.793000,0.052909
56.794000,0.052908
56.795000,0.052908
56.796000,0.052907
56.797000,0.052907
56.798000,0.052906
56.799000,0.052906
56.800000,0.052905
56.801000,0.052905
56.802000,0.052905
56.803000,0.052904
56.804000,0.052904
56.805000,0.052903
56.806000,0.052903
56.807000,0.052902
56.808000,0.052902
56.809000,0.052901
56.810000,0.052901
56.811000,0.052900
56.812000,0.052900
56.813000,0.052899
56.814000,0.052899
56.815000,0.052898
56.816000,0.052898
56.817000,0.052898
56.818000,0.052897
56.819000,0.052897
56.820000,0.052896
56.821000,0.052896
56.822000,0.052895
56.823000,0.052895
56.824000,0.052894
56.825000,0.052894
56.826000,0.052893
56.827000,0.052893
56.828000,0.052892
56.829000,0.052892
56.830000,0.052892
56.831000,0.052891
56.832000,0.052891
56.833000,0.052890
56.834000,0.052890
56.835000,0.052889
56.836000,0.052889
56.837000,0.052888
56.838000,0.052888
56.839000,0.052887
56.840000,0.052887
56.841000,0.052886
56.842000,0.052886
56.843000,0.052885
56.844000,0.052885
56.845000,0.052885
56.846000,0.052884
56.847000,0.052884
56.848000,0.052883
56.849000,0.052883
56.850000,0.052882
56.851000,0.052882
56.852000,0.052881
56.853000,0.052881
56.854000,0.052880
56.855000,0.052880
56.856000,0.052879
56.857000,0.052879
56.858000,0.052879
56.859000,0.052878
56.860000,0.052878
56.861000,0.052877
56.862000,0.052877
56.863000,0.052876
56.864000,0.052876
56.865000,0.052875
56.866000,0.052875
56.867000,0.052874
56.868000,0.052874
56.869000,0.052873
56.870000,0.052873
56.871000,0.052872
56.872000,0.052872
56.873000,0.052872
56.874000,0.052871
56.875000,0.052871
56.876000,0.052870
56.877000,0.052870
56.878000,0.052869
56.879000,0.052869
56.880000,0.052868
56.881000,0.052868
56.882000,0.052867
56.883000,0.052867
56.884000,0.052866
56.885000,0.052866
56.886000,0.052866
56.887000,0.052865
56.888000,0.052865
56.889000,0.052864
56.890000,0.052864
56.891000,0.052863
56.892000,0.052863
56.893000,0.052862
56.894000,0.052862
56.895000,0.052861
56.896000,0.052861
56.897000,0.052860
56.898000,0.052860
56.899000,0.052859
56.900000,0.052859
56.901000,0.052859
56.902000,0.052858
56.903000,0.052858
56.904000,0.052857
56.905000,0.052857
56.906000,0.052856
56.907000,0.052856
56.908000,0.052855
56.909000,0.052855
56.910000,0.052854
56.911000,0.052854
56.912000,0.052853
56.913000,0.052853
56.914000,0.052853
56.915000,0.052852
56.916000,0.052852
56.917000,0.052851
56.918000,0.052851
56.919000,0.052850
56.920000,0.052850
56.921000,0.052849
56.922000,0.052849
56.923000,0.052848
56.924000,0.052848
56.925000,0.052847
56.926000,0.052847
56.927000,0.052846
56.928000,0.052846
56.929000,0.052846
56.930000,0.052845
56.931000,0.052845
56.932000,0.052844
56.933000,0.052844
56.934000,0.052843
56.935000,0.052843
56.936000,0.052842
56.937000,0.052842
56.938000,0.052841
56.939000,0.052841
56.940000,0.052840
56.941000,0.052840
56.942000,0.052840
56.943000,0.052839
56.944000,0.052839
56.945000,0.052838
56.946000,0.052838
56.947000,0.052837
56.948000,0.052837
56.949000,0.052836
56.950000,0.052836
56.951000,0.052835
56.952000,0.052835
56.953000,0.052834
56.954000,0.052834
56.955000,0.052834
56.956000,0.052833
56.957000,0.052833
56.958000,0.052832
56.959000,0.052832
56.960000,0.052831
56.961000,0.052831
56.962000,0.052830
56.963000,0.052830
56.964000,0.052829
56.965000,0.052829
56.966000,0.052828
56.967000,0.052828
56.968000,0.052828
56.969000,0.052827
56.970000,0.052827
56.971000,0.052826
56.972000,0.052826
56.973000,0.052825
56.974000,0.052825
56.975000,0.052824
56.976000,0.052824
56.977000,0.052823
56.978000,0.052823
56.979000,0.052822
56.980000,0.052822
56.981000,0.052821
56.982000,0.052821
56.983000,0.052821
56.984000,0.052820
56.985000,0.052820
56.986000,0.052819
56.987000,0.052819
56.988000,0.052818
56.989000,0.052818
56.990000,0.052817
56.991000,0.052817
56.992000,0.052816
56.993000,0.052816
56.994000,0.052815
56.995000,0.052815
56.996000,0.052815
56.997000,0.052814
56.998000,0.052814
56.999000,0.052813
57.000000,0.052813
57.001000,0.052812
57.002000,0.052812
57.003000,0.052811
57.004000,0.052811
57.005000,0.052810
57.006000,0.052810
57.007000,0.052809
57.008000,0.052809
57.009000,0.052809
57.010000,0.052808
57.011000,0.052808
57.012000,0.052807
57.013000,0.052807
57.014000,0.052806
57.015000,0.052806
57.016000,0.052805
57.017000,0.052805
57.018000,0.052804
57.019000,0.052804
57.020000,0.052803
57.021000,0.052803
57.022000,0.052803
57.023000,0.052802
57.024000,0.052802
57.025000,0.052801
57.026000,0.052801
57.027000,0.052800
57.028000,0.052800
57.029000,0.052799
57.030000,0.052799
57.031000,0.052798
57.032000,0.052798
57.033000,0.052797
57.034000,0.052797
57.035000,0.052797
57.036000,0.052796
57.037000,0.052796
57.038000,0.052795
57.039000,0.052795
57.040000,0.052794
57.041000,0.052794
57.042000,0.052793
57.043000,0.052793
57.044000,0.052792
57.045000,0.052792
57.046000,0.052791
57.047000,0.052791
57.048000,0.052790
57.049000,0.052790
57.050000,0.052790
57.051000,0.052789
57.052000,0.052789
57.053000,0.052788
57.054000,0.052788
57.055000,0.052787
57.056000,0.052787
57.057000,0.052786
57.058000,0.052786
57.059000,0.052785
57.060000,0.052785
57.061000,0.052784
57.062000,0.052784
57.063000,0.052784
57.064000,0.052783
57.065000,0.052783
57.066000,0.052782
57.067000,0.052782
57.068000,0.052781
57.069000,0.052781
57.070000,0.052780
57.071000,0.052780
57.072000,0.052779
57.073000,0.052779
57.074000,0.052778
57.075000,0.052778
57.076000,0.052778
57.077000,0.052777
57.078000,0.052777
57.079000,0.052776
57.080000,0.052776
57.081000,0.052775
57.082000,0.052775
57.083000,0.052774
57.084000,0.052774
57.085000,0.052773
57.086000,0.052773
57.087000,0.052772
57.088000,0.052772
57.089000,0.052772
57.090000,0.052771
57.091000,0.052771
57.092000,0.052770
57.093000,0.052770
57.094000,0.052769
57.095000,0.052769
57.096000,0.052768
57.097000,0.052768
57.098000,0.052767
57.099000,0.052767
57.100000,0.052766
57.101000,0.052766
57.102000,0.052766
57.103000,0.052765
57.104000,0.052765
57.105000,0.052764
57.106000,0.052764
57.107000,0.052763
57.108000,0.052763
57.109000,0.052762
57.110000,0.052762
57.111000,0.052761
57.112000,0.052761
57.113000,0.052760
57.114000,0.052760
57.115000,0.052760
57.116000,0.052759
57.117000,0.052759
57.118000,0.052758
57.119000,0.052758
57.120000,0.052757
57.121000,0.052757
57.122000,0.052756
57.123000,0.052756
57.124000,0.052755
57.125000,0.052755
57.126000,0.052754
57.127000,0.052754
57.128000,0.052754
57.129000,0.052753
57.130000,0.052753
57.131000,0.052752
57.132000,0.052752
57.133000,0.052751
57.134000,0.052751
57.135000,0.052750
57.136000,0.052750
57.137000,0.052749
57.138000,0.052749
57.139000,0.052749
57.140000,0.052748
57.141000,0.052748
57.142000,0.052747
57.143000,0.052747
57.144000,0.052746
57.145000,0.052746
57.146000,0.052745
57.147000,0.052745
57.148000,0.052744
57.149000,0.052744
57.150000,0.052743
57.151000,0.052743
57.152000,0.052743
57.153000,0.052742
57.154000,0.052742
57.155000,0.052741
57.156000,0.052741
57.157000,0.052740
57.158000,0.052740
57.159000,0.052739
57.160000,0.052739
57.161000,0.052738
57.162000,0.052738
57.163000,0.052737
57.164000,0.052737
57.165000,0.052737
57.166000,0.052736
57.167000,0.052736
57.168000,0.052735
57.169000,0.052735
57.170000,0.052734
57.171000,0.052734
57.172000,0.052733
57.173000,0.052733
57.174000,0.052732
57.175000,0.052732
57.176000,0.052731
57.177000,0.052731
57.178000,0.052731
57.179000,0.052730
57.180000,0.052730
57.181000,0.052729
57.182000,0.052729
57.183000,0.052728
57.184000,0.052728
57.185000,0.052727
57.186000,0.052727
57.187000,0.052726
57.188000,0.052726
57.189000,0.052725
57.190000,0.052725
57.191000,0.052725
57.192000,0.052724
57.193000,0.052724
57.194000,0.052723
57.195000,0.052723
57.196000,0.052722
57.197000,0.052722
57.198000,0.052721
57.199000,0.052721
57.200000,0.052720
57.201000,0.052720
57.202000,0.052719
57.203000,0.052719
57.204000,0.052719
57.205000,0.052718
57.206000,0.052718
57.207000,0.052717
57.208000,0.052717
57.209000,0.052716
57.210000,0.052716
57.211000,0.052715
57.212000,0.052715
57.213000,0.052714
57.214000,0.052714
57.215000,0.052714
57.216000,0.052713
57.217000,0.052713
57.218000,0.052712
57.219000,0.052712
57.220000,0.052711
57.221000,0.052711
57.222000,0.052710
57.223000,0.052710
57.224000,0.052709
57.225000,0.052709
57.226000,0.052708
57.227000,0.052708
57.228000,0.052708
57.229000,0.052707
57.230000,0.052707
57.231000,0.052706
57.232000,0.052706
57.233000,0.052705
57.234000,0.052705
57.235000,0.052704
57.236000,0.052704
57.237000,0.052703
57.238000,0.052703
57.239000,0.052702
57.240000,0.052702
57.241000,0.052702
57.242000,0.052701
57.243000,0.052701
57.244000,0.052700
57.245000,0.052700
57.246000,0.052699
57.247000,0.052699
57.248000,0.052698
57.249000,0.052698
57.250000,0.052697
57.251000,0.052697
57.252000,0.052696
57.253000,0.052696
57.254000,0.052696
57.255000,0.052695
57.256000,0.052695
57.257000,0.052694
57.258000,0.052694
57.259000,0.052693
57.260000,0.052693
57.261000,0.052692
57.262000,0.052692
57.263000,0.052691
57.264000,0.052691
57.265000,0.052691
57.266000,0.052690
57.267000,0.052690
57.268000,0.052689
57.269000,0.052689
57.270000,0.052688
57.271000,0.052688
57.272000,0.052687
57.273000,0.052687
57.274000,0.052686
57.275000,0.052686
57.276000,0.052685
57.277000,0.052685
57.278000,0.052685
57.279000,0.052684
57.280000,0.052684
57.281000,0.052683
57.282000,0.052683
57.283000,0.052682
57.284000,0.052682
57.285000,0.052681
57.286000,0.052681
57.287000,0.052680
57.288000,0.052680
57.289000,0.052679
57.290000,0.052679
57.291000,0.052679
57.292000,0.052678
57.293000,0.052678
57.294000,0.052677
57.295000,0.052677
57.296000,0.052676
57.297000,0.052676
57.298000,0.052675
57.299000,0.052675
57.300000,0.052674
57.301000,0.052674
57.302000,0.052674
57.303000,0.052673
57.304000,0.052673
57.305000,0.052672
57.306000,0.052672
57.307000,0.052671
57.308000,0.052671
57.309000,0.052670
57.310000,0.052670
57.311000,0.052669
57.312000,0.052669
57.313000,0.052668
57.314000,0.052668
57.315000,0.052668
57.316000,0.052667
57.317000,0.052667
57.318000,0.052666
57.319000,0.052666
57.320000,0.052665
57.321000,0.052665
57.322000,0.052664
57.323000,0.052664
57.324000,0.052663
57.325000,0.052663
57.326000,0.052663
57.327000,0.052662
57.328000,0.052662
57.329000,0.052661
57.330000,0.052661
57.331000,0.052660
57.332000,0.052660
57.333000,0.052659
57.334000,0.052659
57.335000,0.052658
57.336000,0.052658
57.337000,0.052657
57.338000,0.052657
57.339000,0.052657
57.340000,0.052656
57.341000,0.052656
57.342000,0.052655
57.343000,0.052655
57.344000,0.052654
57.345000,0.052654
57.346000,0.052653
57.347000,0.052653
57.348000,0.052652
57.349000,0.052652
57.350000,0.052652
57.351000,0.052651
57.352000,0.052651
57.353000,0.052650
57.354000,0.052650
57.355000,0.052649
57.356000,0.052649
57.357000,0.052648
57.358000,0.052648
57.359000,0.052647
57.360000,0.052647
57.361000,0.052646
57.362000,0.052646
57.363000,0.052646
57.364000,0.052645
57.365000,0.052645
57.366000,0.052644
57.367000,0.052644
57.368000,0.052643
57.369000,0.052643
57.370000,0.052642
57.371000,0.052642
57.372000,0.052641
57.373000,0.052641
57.374000,0.052641
57.375000,0.052640
57.376000,0.052640
57.377000,0.052639
57.378000,0.052639
57.379000,0.052638
57.380000,0.052638
57.381000,0.052637
57.382000,0.052637
57.383000,0.052636
57.384000,0.052636
57.385000,0.052635
57.386000,0.052635
57.387000,0.052635
57.388000,0.052634
57.389000,0.052634
57.390000,0.052633
57.391000,0.052633
57.392000,0.052632
57.393000,0.052632
57.394000,0.052631
57.395000,0.052631
57.396000,0.052630
57.397000,0.052630
57.398000,0.052630
57.399000,0.052629
57.400000,0.052629
57.401000,0.052628
57.402000,0.052628
57.403000,0.052627
57.404000,0.052627
57.405000,0.052626
57.406000,0.052626
57.407000,0.052625
57.408000,0.052625
57.409000,0.052624
57.410000,0.052624
57.411000,0.052624
57.412000,0.052623
57.413000,0.052623
57.414000,0.052622
57.415000,0.052622
57.416000,0.052621
57.417000,0.052621
57.418000,0.052620
57.419000,0.052620
57.420000,0.052619
57.421000,0.052619
57.422000,0.052619
57.423000,0.052618
57.424000,0.052618
57.425000,0.052617
57.426000,0.052617
57.427000,0.052616
57.428000,0.052616
57.429000,0.052615
57.430000,0.052615
57.431000,0.052614
57.432000,0.052614
57.433000,0.052613
57.434000,0.052613
57.435000,0.052613
57.436000,0.052612
57.437000,0.052612
57.438000,0.052611
57.439000,0.052611
57.440000,0.052610
57.441000,0.052610
57.442000,0.052609
57.443000,0.052609
57.444000,0.052608
57.445000,0.052608
57.446000,0.052608
57.447000,0.052607
57.448000,0.052607
57.449000,0.052606
57.450000,0.052606
57.451000,0.052605
57.452000,0.052605
57.453000,0.052604
57.454000,0.052604
57.455000,0.052603
57.456000,0.052603
57.457000,0.052603
57.458000,0.052602
57.459000,0.052602
57.460000,0.052601
57.461000,0.052601
57.462000,0.052600
57.463000,0.052600
57.464000,0.052599
57.465000,0.052599
57.466000,0.052598
57.467000,0.052598
57.468000,0.052597
57.469000,0.052597
57.470000,0.052597
57.471000,0.052596
57.472000,0.052596
57.473000,0.052595
57.474000,0.052595
57.475000,0.052594
57.476000,0.052594
57.477000,0.052593
57.478000,0.052593
57.479000,0.052592
57.480000,0.052592
57.481000,0.052592
57.482000,0.052591
57.483000,0.052591
57.484000,0.052590
57.485000,0.052590
57.486000,0.052589
57.487000,0.052589
57.488000,0.052588
57.489000,0.052588
57.490000,0.052587
57.491000,0.052587
57.492000,0.052587
57.493000,0.052586
57.494000,0.052586
57.495000,0.052585
57.496000,0.052585
57.497000,0.052584
57.498000,0.052584
57.499000,0.052583
57.500000,0.052583
57.501000,0.052582
57.502000,0.052582
57.503000,0.052582
57.504000,0.052581
57.505000,0.052581
57.506000,0.052580
57.507000,0.052580
57.508000,0.052579
57.509000,0.052579
57.510000,0.052578
57.511000,0.052578
57.512000,0.052577
57.513000,0.052577
57.514000,0.052576
57.515000,0.052576
57.516000,0.052576
57.517000,0.052575
57.518000,0.052575
57.519000,0.052574
57.520000,0.052574
57.521000,0.052573
57.522000,0.052573
57.523000,0.052572
57.524000,0.052572
57.525000,0.052571
57.526000,0.052571
57.527000,0.052571
57.528000,0.052570
57.529000,0.052570
57.530000,0.052569
57.531000,0.052569
57.532000,0.052568
57.533000,0.052568
57.534000,0.052567
57.535000,0.052567
57.536000,0.052566
57.537000,0.052566
57.538000,0.052566
57.539000,0.052565
57.540000,0.052565
57.541000,0.052564
57.542000,0.052564
57.543000,0.052563
57.544000,0.052563
57.545000,0.052562
57.546000,0.052562
57.547000,0.052561
57.548000,0.052561
57.549000,0.052561
57.550000,0.052560
57.551000,0.052560
57.552000,0.052559
57.553000,0.052559
57.554000,0.052558
57.555000,0.052558
57.556000,0.052557
57.557000,0.052557
57.558000,0.052556
57.559000,0.052556
57.560000,0.052555
57.561000,0.052555
57.562000,0.052555
57.563000,0.052554
57.564000,0.052554
57.565000,0.052553
57.566000,0.052553
57.567000,0.052552
57.568000,0.052552
57.569000,0.052551
57.570000,0.052551
57.571000,0.052550
57.572000,0.052550
57.573000,0.052550
57.574000,0.052549
57.575000,0.052549
57.576000,0.052548
57.577000,0.052548
57.578000,0.052547
57.579000,0.052547
57.580000,0.052546
57.581000,0.052546
57.582000,0.052545
57.583000,0.052545
57.584000,0.052545
57.585000,0.052544
57.586000,0.052544
57.587000,0.052543
57.588000,0.052543
57.589000,0.052542
57.590000,0.052542
57.591000,0.052541
57.592000,0.052541
57.593000,0.052540
57.594000,0.052540
57.595000,0.052540
57.596000,0.052539
57.597000,0.052539
57.598000,0.052538
57.599000,0.052538
57.600000,0.052537
57.601000,0.052537
57.602000,0.052536
57.603000,0.052536
57.604000,0.052535
57.605000,0.052535
57.606000,0.052535
57.607000,0.052534
57.608000,0.052534
57.609000,0.052533
57.610000,0.052533
57.611000,0.052532
57.612000,0.052532
57.613000,0.052531
57.614000,0.052531
57.615000,0.052530
57.616000,0.052530
57.617000,0.052530
57.618000,0.052529
57.619000,0.052529
57.620000,0.052528
57.621000,0.052528
57.622000,0.052527
57.623000,0.052527
57.624000,0.052526
57.625000,0.052526
57.626000,0.052525
57.627000,0.052525
57.628000,0.052525
57.629000,0.052524
57.630000,0.052524
57.631000,0.052523
57.632000,0.052523
57.633000,0.052522
57.634000,0.052522
57.635000,0.052521
57.636000,0.052521
57.637000,0.052520
57.638000,0.052520
57.639000,0.052520
57.640000,0.052519
57.641000,0.052519
57.642000,0.052518
57.643000,0.052518
57.644000,0.052517
57.645000,0.052517
57.646000,0.052516
57.647000,0.052516
57.648000,0.052515
57.649000,0.052515
57.650000,0.052515
57.651000,0.052514
57.652000,0.052514
57.653000,0.052513
57.654000,0.052513
57.655000,0.052512
57.656000,0.052512
57.657000,0.052511
57.658000,0.052511
57.659000,0.052510
57.660000,0.052510
57.661000,0.052510
57.662000,0.052509
57.663000,0.052509
57.664000,0.052508
57.665000,0.052508
57.666000,0.052507
57.667000,0.052507
57.668000,0.052506
57.669000,0.052506
57.670000,0.052505
57.671000,0.052505
57.672000,0.052505
57.673000,0.052504
57.674000,0.052504
57.675000,0.052503
57.676000,0.052503
57.677000,0.052502
57.678000,0.052502
57.679000,0.052501
57.680000,0.052501
57.681000,0.052500
57.682000,0.052500
57.683000,0.052500
57.684000,0.052499
57.685000,0.052499
57.686000,0.052498
57.687000,0.052498
57.688000,0.052497
57.689000,0.052497
57.690000,0.052496
57.691000,0.052496
57.692000,0.052495
57.693000,0.052495
57.694000,0.052495
57.695000,0.052494
57.696000,0.052494
57.697000,0.052493
57.698000,0.052493
57.699000,0.052492
57.700000,0.052492
57.701000,0.052491
57.702000,0.052491
57.703000,0.052490
57.704000,0.052490
57.705000,0.052490
57.706000,0.052489
57.707000,0.052489
57.708000,0.052488
57.709000,0.052488
57.710000,0.052487
57.711000,0.052487
57.712000,0.052486
57.713000,0.052486
57.714000,0.052485
57.715000,0.052485
57.716000,0.052485
57.717000,0.052484
57.718000,0.052484
57.719000,0.052483
57.720000,0.052483
57.721000,0.052482
57.722000,0.052482
57.723000,0.052481
57.724000,0.052481
57.725000,0.052480
57.726000,0.052480
57.727000,0.052480
57.728000,0.052479
57.729000,0.052479
57.730000,0.052478
57.731000,0.052478
57.732000,0.052477
57.733000,0.052477
57.734000,0.052476
57.735000,0.052476
57.736000,0.052475
57.737000,0.052475
57.738000,0.052475
57.739000,0.052474
57.740000,0.052474
57.741000,0.052473
57.742000,0.052473
57.743000,0.052472
57.744000,0.052472
57.745000,0.052471
57.746000,0.052471
57.747000,0.052470
57.748000,0.052470
57.749000,0.052470
57.750000,0.052469
57.751000,0.052469
57.752000,0.052468
57.753000,0.052468
57.754000,0.052467
57.755000,0.052467
57.756000,0.052466
57.757000,0.052466
57.758000,0.052465
57.759000,0.052465
57.760000,0.052465
57.761000,0.052464
57.762000,0.052464
57.763000,0.052463
57.764000,0.052463
57.765000,0.052462
57.766000,0.052462
57.767000,0.052461
57.768000,0.052461
57.769000,0.052460
57.770000,0.052460
57.771000,0.052460
57.772000,0.052459
57.773000,0.052459
57.774000,0.052458
57.775000,0.052458
57.776000,0.052457
57.777000,0.052457
57.778000,0.052456
57.779000,0.052456
57.780000,0.052455
57.781000,0.052455
57.782000,0.052455
57.783000,0.052454
57.784000,0.052454
57.785000,0.052453
57.786000,0.052453
57.787000,0.052452
57.788000,0.052452
57.789000,0.052451
57.790000,0.052451
57.791000,0.052450
57.792000,0.052450
57.793000,0.052450
57.794000,0.052449
57.795000,0.052449
57.796000,0.052448
57.797000,0.052448
57.798000,0.052447
57.799000,0.052447
57.800000,0.052446
57.801000,0.052446
57.802000,0.052446
57.803000,0.052445
57.804000,0.052445
57.805000,0.052444
57.806000,0.052444
57.807000,0.052443
57.808000,0.052443
57.809000,0.052442
57.810000,0.052442
57.811000,0.052441
57.812000,0.052441
57.813000,0.052441
57.814000,0.052440
57.815000,0.052440
57.816000,0.052439
57.817000,0.052439
57.818000,0.052438
57.819000,0.052438
57.820000,0.052437
57.821000,0.052437
57.822000,0.052436
57.823000,0.052436
57.824000,0.052436
57.825000,0.052435
57.826000,0.052435
57.827000,0.052434
57.828000,0.052434
57.829000,0.052433
57.830000,0.052433
57.831000,0.052432
57.832000,0.052432
57.833000,0.052431
57.834000,0.052431
57.835000,0.052431
57.836000,0.052430
57.837000,0.052430
57.838000,0.052429
57.839000,0.052429
57.840000,0.052428
57.841000,0.052428
57.842000,0.052427
57.843000,0.052427
57.844000,0.052426
57.845000,0.052426
57.846000,0.052426
57.847000,0.052425
57.848000,0.052425
57.849000,0.052424
57.850000,0.052424
57.851000,0.052423
57.852000,0.052423
57.853000,0.052422
57.854000,0.052422
57.855000,0.052422
57.856000,0.052421
57.857000,0.052421
57.858000,0.052420
57.859000,0.052420
57.860000,0.052419
57.861000,0.052419
57.862000,0.052418
57.863000,0.052418
57.864000,0.052417
57.865000,0.052417
57.866000,0.052417
57.867000,0.052416
57.868000,0.052416
57.869000,0.052415
57.870000,0.052415
57.871000,0.052414
57.872000,0.052414
57.873000,0.052413
57.874000,0.052413
57.875000,0.052412
57.876000,0.052412
57.877000,0.052412
57.878000,0.052411
57.879000,0.052411
57.880000,0.052410
57.881000,0.052410
57.882000,0.052409
57.883000,0.052409
57.884000,0.052408
57.885000,0.052408
57.886000,0.052407
57.887000,0.052407
57.888000,0.052407
57.889000,0.052406
57.890000,0.052406
57.891000,0.052405
57.892000,0.052405
57.893000,0.052404
57.894000,0.052404
57.895000,0.052403
57.896000,0.052403
57.897000,0.052403
57.898000,0.052402
57.899000,0.052402
57.900000,0.052401
57.901000,0.052401
57.902000,0.052400
57.903000,0.052400
57.904000,0.052399
57.905000,0.052399
57.906000,0.052398
57.907000,0.052398
57.908000,0.052398
57.909000,0.052397
57.910000,0.052397
57.911000,0.052396
57.912000,0.052396
57.913000,0.052395
57.914000,0.052395
57.915000,0.052394
57.916000,0.052394
57.917000,0.052393
57.918000,0.052393
57.919000,0.052393
57.920000,0.052392
57.921000,0.052392
