min,-5.120000,max,5.120000,populationsize,250,children,40
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],,distance
1323,32.836802,95.266328,1.059347,,0.226028,0.311700,0.003578,0.171195,0.429060,0.303595,0.378627,0.407482,0.063276,0.432433,,0.028430,-0.978076,-0.012833,-0.016509,0.442558,-0.327375,-0.029351,-1.091428,0.093636,-0.144367,,0.742083
1324,32.836802,95.266328,1.057697,,0.224822,0.304248,0.003552,0.171003,0.418108,0.304696,0.370786,0.411003,0.064479,0.429230,,0.028430,-0.978076,-0.012833,-0.016509,0.442558,-0.327375,-0.029351,-1.091428,0.093636,-0.144367,,0.743879
1325,32.836802,95.266328,1.053934,,0.223432,0.303259,0.003543,0.170768,0.408816,0.296470,0.365726,0.412718,0.063767,0.422789,,0.028430,-0.978076,-0.012833,-0.016509,0.442558,-0.327375,-0.029351,-1.091428,0.093636,-0.144367,,0.747865
1326,32.836802,95.266328,1.054224,,0.226458,0.295230,0.003500,0.169401,0.408117,0.308235,0.361026,0.394817,0.063854,0.427337,,0.028430,-0.978076,-0.012833,-0.016509,0.442558,-0.327375,-0.029351,-1.091428,0.093636,-0.144367,,0.759420
1327,32.836802,95.266328,1.056468,,0.228513,0.300785,0.003459,0.170483,0.405344,0.310671,0.365370,0.397758,0.063943,0.431085,,0.028430,-0.978076,-0.012833,-0.016509,0.442558,-0.327375,-0.029351,-1.091428,0.093636,-0.144367,,0.762876
1328,22.684995,95.266328,1.063882,,0.234485,0.302372,0.003415,0.180710,0.408274,0.326430,0.360971,0.411960,0.061952,0.444616,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.755325
1329,22.684995,95.266328,1.063490,,0.239468,0.299875,0.003300,0.177737,0.418865,0.334111,0.362372,0.416675,0.063438,0.457736,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.758586
1330,22.684995,95.266328,1.055549,,0.246700,0.295016,0.003265,0.177466,0.419488,0.339101,0.358393,0.439724,0.063281,0.460026,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.756754
1331,22.684995,95.266328,1.061584,,0.247075,0.304997,0.003291,0.175358,0.423775,0.337825,0.363762,0.438703,0.066847,0.470438,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.762478
1332,22.684995,95.266328,1.066059,,0.246951,0.307953,0.003235,0.174811,0.417898,0.336341,0.363129,0.444136,0.067889,0.473380,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.765220
1333,22.684995,95.266328,1.057485,,0.245553,0.303570,0.003220,0.174577,0.442198,0.326869,0.361009,0.440352,0.066920,0.471130,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.759993
1334,22.684995,95.266328,1.057315,,0.245284,0.305858,0.003165,0.174433,0.455545,0.332689,0.365412,0.450427,0.066806,0.475703,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.743921
1335,22.684995,95.266328,1.062562,,0.244237,0.307562,0.003132,0.180986,0.466593,0.338493,0.374988,0.443971,0.068203,0.481452,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.746447
1336,22.684995,95.266328,1.060119,,0.251786,0.308791,0.003112,0.186083,0.471252,0.339398,0.378214,0.448175,0.067527,0.494622,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.755374
1337,22.684995,95.266328,1.059217,,0.258532,0.304833,0.003141,0.188531,0.485215,0.331318,0.384387,0.435002,0.067140,0.485213,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.758449
1338,22.684995,89.953891,1.056776,,0.260226,0.303969,0.003137,0.190772,0.481134,0.331094,0.381010,0.432401,0.067784,0.475425,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.746313
1339,22.684995,89.953891,1.056632,,0.274529,0.311451,0.003376,0.193509,0.483357,0.339311,0.376738,0.434218,0.067432,0.490922,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.747212
1340,22.684995,92.533406,1.057554,,0.275325,0.303844,0.003445,0.191728,0.477555,0.345420,0.375063,0.426975,0.061100,0.485169,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.750861
1341,22.684995,92.533406,1.056598,,0.274141,0.308249,0.003512,0.189982,0.476906,0.346231,0.375277,0.422683,0.059721,0.482924,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.755408
1342,22.684995,95.058898,1.058608,,0.269217,0.306519,0.003566,0.189228,0.479254,0.346774,0.369449,0.425650,0.059456,0.502563,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.747405
1343,22.684995,95.058898,1.066823,,0.271649,0.299413,0.003571,0.188064,0.478352,0.347962,0.370202,0.430062,0.059474,0.503362,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.742616
1344,22.684995,95.058898,1.060212,,0.265988,0.295491,0.003681,0.187366,0.477172,0.343917,0.369361,0.431825,0.058621,0.505115,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.743309
1345,22.684995,95.058898,1.060296,,0.271242,0.296026,0.003726,0.187378,0.487990,0.343990,0.366097,0.438622,0.059938,0.496528,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.738539
1346,22.684995,95.058898,1.060791,,0.277899,0.293554,0.003688,0.183965,0.470630,0.347802,0.351577,0.443768,0.057248,0.490252,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.736514
1347,22.684995,95.058898,1.056571,,0.269911,0.294632,0.003653,0.180990,0.476050,0.347080,0.351223,0.441103,0.055697,0.486166,,0.021446,0.400895,-0.031633,-0.171702,0.507040,0.029000,-0.007101,-0.817434,-0.004202,-1.009586,,0.748439
1348,25.445579,95.058898,1.060469,,0.268787,0.297878,0.003604,0.180348,0.462980,0.348625,0.347436,0.452785,0.055230,0.490159,,0.337052,-0.023137,-0.053031,0.525256,0.042556,-0.110687,-0.089784,0.059288,-0.029956,0.001845,,0.759114
1349,25.445579,95.058898,1.055106,,0.270376,0.312037,0.003501,0.178619,0.467868,0.339589,0.359895,0.456453,0.054567,0.495018,,0.337052,-0.023137,-0.053031,0.525256,0.042556,-0.110687,-0.089784,0.059288,-0.029956,0.001845,,0.760410
1350,25.445579,95.058898,1.056302,,0.276339,0.317926,0.003444,0.181967,0.472293,0.337686,0.363729,0.462723,0.053525,0.500893,,0.337052,-0.023137,-0.053031,0.525256,0.042556,-0.110687,-0.089784,0.059288,-0.029956,0.001845,,0.780266
1351,48.460770,95.058898,1.055198,,0.284370,0.316741,0.003512,0.181496,0.471794,0.338829,0.346406,0.471171,0.056046,0.513329,,0.615471,-0.874845,-0.133196,-0.307752,-1.196795,0.010006,-0.850546,-0.037661,-0.001875,-0.864220,,0.769617
1352,48.460770,95.058898,1.057793,,0.279514,0.317172,0.003464,0.179594,0.489522,0.354251,0.344725,0.472034,0.056190,0.526292,,0.615471,-0.874845,-0.133196,-0.307752,-1.196795,0.010006,-0.850546,-0.037661,-0.001875,-0.864220,,0.751324
1353,48.460770,95.058898,1.056630,,0.286217,0.319642,0.003457,0.179506,0.495687,0.350301,0.337232,0.476386,0.055671,0.535507,,0.615471,-0.874845,-0.133196,-0.307752,-1.196795,0.010006,-0.850546,-0.037661,-0.001875,-0.864220,,0.729848
1354,48.460770,95.058898,1.053474,,0.280965,0.323119,0.003497,0.183185,0.490785,0.347144,0.342558,0.477089,0.055030,0.532072,,0.615471,-0.874845,-0.133196,-0.307752,-1.196795,0.010006,-0.850546,-0.037661,-0.001875,-0.864220,,0.723479
1355,45.312964,95.058898,1.060782,,0.281162,0.326869,0.003531,0.183502,0.486422,0.343708,0.336839,0.471438,0.054397,0.523170,,0.557034,-0.196356,-0.129205,0.515122,0.044308,0.247483,0.071877,-0.977319,-0.037108,-1.112878,,0.722888
1356,45.312964,95.058898,1.059189,,0.285761,0.324816,0.003668,0.182289,0.508197,0.345756,0.328902,0.485806,0.053959,0.518246,,0.557034,-0.196356,-0.129205,0.515122,0.044308,0.247483,0.071877,-0.977319,-0.037108,-1.112878,,0.728150
1357,45.312964,95.058898,1.057676,,0.279715,0.320298,0.003602,0.179406,0.508390,0.338399,0.327761,0.470515,0.053986,0.526973,,0.557034,-0.196356,-0.129205,0.515122,0.044308,0.247483,0.071877,-0.977319,-0.037108,-1.112878,,0.730290
1358,45.312964,95.058898,1.056717,,0.284688,0.325658,0.003531,0.178777,0.536159,0.339687,0.347820,0.483031,0.053925,0.531129,,0.557034,-0.196356,-0.129205,0.515122,0.044308,0.247483,0.071877,-0.977319,-0.037108,-1.112878,,0.737309
1359,48.565067,95.058898,1.053926,,0.280888,0.325532,0.003455,0.183631,0.541582,0.333359,0.351932,0.476242,0.053826,0.541291,,0.074378,-0.734106,-0.101702,-0.017212,-0.882678,0.312947,0.009784,-1.165569,-0.030720,-0.879424,,0.733620
1360,52.292618,94.092524,1.053655,,0.280249,0.322329,0.003428,0.177132,0.533172,0.329704,0.345944,0.472740,0.054204,0.541883,,-0.169608,0.402239,-0.105283,0.456801,-0.980507,-0.064460,-0.063254,0.572131,-0.369667,-0.748495,,0.738278
1361,50.892568,94.092524,1.056839,,0.278298,0.323276,0.003300,0.178790,0.524824,0.329422,0.333641,0.468929,0.055005,0.555029,,0.019795,0.567465,-0.059359,0.360693,-0.849475,-0.879832,0.008722,-0.055959,0.133252,-1.756348,,0.743821
1362,50.892568,94.092524,1.050560,,0.287323,0.320440,0.003307,0.177277,0.512976,0.329064,0.340787,0.478740,0.054195,0.570292,,0.019795,0.567465,-0.059359,0.360693,-0.849475,-0.879832,0.008722,-0.055959,0.133252,-1.756348,,0.741463
1363,51.471940,94.092524,1.050240,,0.289408,0.318608,0.003362,0.184898,0.507962,0.327897,0.342425,0.487154,0.053762,0.568097,,0.443114,-0.074356,-0.139767,0.261508,-0.021519,-1.083267,0.012595,-0.267264,0.047487,-0.796996,,0.729945
1364,49.395287,94.092524,1.049105,,0.287568,0.322159,0.003231,0.182068,0.500226,0.327874,0.339567,0.489004,0.053528,0.564744,,-0.715040,0.128276,-0.000199,0.487650,-0.064899,-0.108880,0.393603,-0.246135,0.027805,0.442386,,0.722597
1365,49.395287,91.809293,1.060241,,0.295780,0.324944,0.003269,0.177567,0.510213,0.351147,0.326830,0.487511,0.055836,0.552757,,-0.715040,0.128276,-0.000199,0.487650,-0.064899,-0.108880,0.393603,-0.246135,0.027805,0.442386,,0.720627
1366,43.677246,91.809293,1.060807,,0.291336,0.333341,0.003332,0.177889,0.492440,0.350551,0.330001,0.485950,0.056208,0.561187,,-0.285765,-0.077095,-0.005006,-0.125663,-0.120783,-0.250628,-0.070993,-1.174566,0.091573,-0.058884,,0.707708
1367,46.579922,91.809293,1.056977,,0.286565,0.333478,0.003388,0.174749,0.489180,0.349023,0.325503,0.487581,0.055899,0.569503,,-0.211470,0.053251,-0.101825,-0.000539,-0.855617,0.978435,-0.569229,0.557154,0.051180,-0.067378,,0.689847
1368,45.944547,91.809293,1.058284,,0.294977,0.330537,0.003439,0.175511,0.487425,0.367761,0.326449,0.494888,0.056050,0.587817,,0.526812,-0.181620,-0.017089,-0.020418,-0.865995,-1.075772,-0.258292,-0.916048,0.013988,0.292337,,0.679952
1369,46.579922,91.809293,1.061360,,0.298550,0.328496,0.003413,0.174622,0.491434,0.381133,0.337800,0.483163,0.053488,0.564510,,-0.211470,0.053251,-0.101825,-0.000539,-0.855617,0.978435,-0.569229,0.557154,0.051180,-0.067378,,0.659015
1370,37.002797,91.809293,1.058148,,0.300664,0.332843,0.003422,0.174505,0.493123,0.372228,0.338632,0.456618,0.053274,0.550873,,-0.190315,-0.799879,-0.072389,0.379703,0.572119,0.456620,-0.013112,0.078655,-0.005876,0.007891,,0.662619
1371,37.851189,91.809293,1.057490,,0.297754,0.328120,0.003431,0.172412,0.477435,0.367492,0.339243,0.463129,0.053218,0.550033,,0.060016,-0.033042,-0.016692,-0.275546,0.537680,-1.055461,0.386488,-0.170396,-0.045296,-0.859050,,0.662991
1372,37.851189,91.809293,1.051737,,0.301511,0.325174,0.003439,0.171041,0.474797,0.372770,0.340743,0.453708,0.052844,0.549633,,0.060016,-0.033042,-0.016692,-0.275546,0.537680,-1.055461,0.386488,-0.170396,-0.045296,-0.859050,,0.657865
1373,37.851189,91.809293,1.053080,,0.291265,0.319682,0.003313,0.163694,0.464113,0.373037,0.346426,0.457447,0.052881,0.541725,,0.060016,-0.033042,-0.016692,-0.275546,0.537680,-1.055461,0.386488,-0.170396,-0.045296,-0.859050,,0.671578
1374,37.851189,91.809293,1.054308,,0.290147,0.317677,0.003259,0.160082,0.456453,0.372539,0.344891,0.446383,0.050498,0.541983,,0.060016,-0.033042,-0.016692,-0.275546,0.537680,-1.055461,0.386488,-0.170396,-0.045296,-0.859050,,0.658681
1375,37.851189,91.809293,1.049944,,0.293129,0.315766,0.003239,0.167522,0.455117,0.373640,0.360406,0.445787,0.050177,0.531121,,0.060016,-0.033042,-0.016692,-0.275546,0.537680,-1.055461,0.386488,-0.170396,-0.045296,-0.859050,,0.652871
1376,38.300775,91.809293,1.044680,,0.292633,0.317094,0.003170,0.162153,0.452761,0.372237,0.354393,0.446225,0.050120,0.542152,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.660779
1377,38.300775,91.809293,1.048930,,0.290001,0.296957,0.003184,0.163021,0.453887,0.370208,0.349283,0.431650,0.049883,0.527880,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.662111
1378,38.300775,91.809293,1.046353,,0.277794,0.299222,0.003124,0.158661,0.434592,0.369394,0.341172,0.413513,0.049647,0.517090,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.668898
1379,38.300775,91.809293,1.042490,,0.279987,0.297772,0.003113,0.156247,0.433011,0.361531,0.341469,0.410704,0.049504,0.511588,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.668761
1380,38.300775,91.809293,1.040945,,0.270889,0.298387,0.003091,0.154617,0.417259,0.358708,0.338764,0.405713,0.049101,0.500497,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.683785
1381,38.300775,90.533321,1.046868,,0.271503,0.302138,0.003054,0.157813,0.417637,0.353954,0.345804,0.408554,0.049272,0.495270,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.672317
1382,38.300775,90.533321,1.053889,,0.264466,0.303303,0.003113,0.167989,0.409485,0.352440,0.339693,0.404830,0.048748,0.505398,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.665987
1383,38.300775,90.533321,1.050871,,0.266554,0.300311,0.003149,0.168173,0.415169,0.356873,0.341377,0.406270,0.049024,0.499983,,-0.565972,0.430581,-0.086035,-1.015373,-1.002078,0.013252,-0.060225,0.004286,0.109772,-0.924461,,0.663458
1384,47.342625,90.533321,1.050260,,0.262686,0.299101,0.003173,0.167747,0.414895,0.357087,0.339196,0.401670,0.048884,0.502070,,-0.180132,0.142009,0.056054,-0.098395,-0.813452,-0.949371,-0.038400,0.372791,0.072407,-0.927990,,0.650703
1385,38.470036,90.533321,1.053460,,0.266018,0.303200,0.003112,0.169213,0.421396,0.357600,0.342917,0.398872,0.050188,0.510696,,0.569761,-1.152317,-0.079840,0.391782,0.428648,-0.012530,-0.126488,0.010783,-0.245800,-0.065633,,0.649880
1386,38.470036,90.533321,1.053916,,0.262059,0.304260,0.003138,0.167688,0.421903,0.363021,0.346384,0.398684,0.050440,0.512600,,0.569761,-1.152317,-0.079840,0.391782,0.428648,-0.012530,-0.126488,0.010783,-0.245800,-0.065633,,0.660297
1387,34.944022,90.533321,1.049097,,0.256514,0.300943,0.003146,0.164258,0.419833,0.360069,0.348590,0.392975,0.048587,0.509109,,-0.152695,-0.093606,-0.074070,0.019219,-0.248865,-0.037082,0.052038,0.009004,-0.024772,-1.305896,,0.660187
1388,33.893564,90.533321,1.050479,,0.258322,0.299828,0.003097,0.158283,0.416358,0.360087,0.343581,0.388982,0.047614,0.513309,,-0.042805,-0.215648,-0.072526,-0.224200,-0.054703,0.503068,-0.032974,-0.957558,-0.223398,0.568049,,0.654493
1389,33.893564,90.533321,1.046447,,0.256024,0.294631,0.003133,0.157719,0.409724,0.352352,0.336838,0.370411,0.047916,0.509031,,-0.042805,-0.215648,-0.072526,-0.224200,-0.054703,0.503068,-0.032974,-0.957558,-0.223398,0.568049,,0.649367
1390,33.893564,90.006185,1.046601,,0.264289,0.294752,0.003128,0.156667,0.395726,0.355888,0.326135,0.376822,0.047334,0.489138,,-0.042805,-0.215648,-0.072526,-0.224200,-0.054703,0.503068,-0.032974,-0.957558,-0.223398,0.568049,,0.655771
1391,33.893564,90.006185,1.045879,,0.260914,0.296236,0.003107,0.154560,0.398581,0.350459,0.320717,0.382600,0.047205,0.492875,,-0.042805,-0.215648,-0.072526,-0.224200,-0.054703,0.503068,-0.032974,-0.957558,-0.223398,0.568049,,0.650348
1392,24.928024,90.006185,1.043974,,0.259071,0.295596,0.003050,0.155957,0.397527,0.349689,0.320077,0.383953,0.046716,0.492177,,0.492910,-0.036827,-0.055822,0.453423,-0.022906,-0.206293,-0.103173,-1.017744,-0.041453,-0.765575,,0.653296
1393,33.893564,90.006185,1.048126,,0.260210,0.291415,0.003094,0.155138,0.393459,0.344073,0.311445,0.386687,0.046493,0.489935,,-0.042805,-0.215648,-0.072526,-0.224200,-0.054703,0.503068,-0.032974,-0.957558,-0.223398,0.568049,,0.651523
1394,33.893564,90.006185,1.046844,,0.249609,0.289308,0.003089,0.158249,0.396835,0.354642,0.302717,0.391925,0.045781,0.497272,,-0.042805,-0.215648,-0.072526,-0.224200,-0.054703,0.503068,-0.032974,-0.957558,-0.223398,0.568049,,0.635420
1395,33.893564,90.006185,1.044760,,0.249185,0.282738,0.003125,0.162872,0.399589,0.348961,0.297061,0.388406,0.045327,0.495725,,-0.042805,-0.215648,-0.072526,-0.224200,-0.054703,0.503068,-0.032974,-0.957558,-0.223398,0.568049,,0.627224
1396,39.217588,89.894198,1.049572,,0.246986,0.286799,0.003124,0.161824,0.397354,0.340800,0.295750,0.386914,0.046077,0.495653,,-1.045530,-0.808469,0.034824,0.063627,0.417817,0.556982,-0.018176,-1.022200,0.912853,0.927342,,0.616791
1397,45.068092,89.894198,1.048127,,0.254338,0.289310,0.003019,0.161245,0.393696,0.339559,0.296046,0.391323,0.042588,0.477186,,0.553114,-0.843817,-0.032519,-0.275642,-0.919890,-0.822705,-0.910845,-0.930004,-0.135802,-0.782115,,0.607037
1398,45.068092,89.894198,1.050444,,0.248848,0.287746,0.003014,0.165481,0.388055,0.339850,0.318411,0.387859,0.042535,0.489142,,0.553114,-0.843817,-0.032519,-0.275642,-0.919890,-0.822705,-0.910845,-0.930004,-0.135802,-0.782115,,0.608493
1399,45.068092,88.888646,1.046190,,0.245900,0.286135,0.002878,0.166227,0.381689,0.338947,0.318946,0.384485,0.041388,0.490846,,0.553114,-0.843817,-0.032519,-0.275642,-0.919890,-0.822705,-0.910845,-0.930004,-0.135802,-0.782115,,0.613152
1400,47.342625,88.888646,1.039951,,0.248231,0.283782,0.002758,0.159320,0.364029,0.348065,0.317378,0.379486,0.038794,0.490534,,-0.180132,0.142009,0.056054,-0.098395,-0.813452,-0.949371,-0.038400,0.372791,0.072407,-0.927990,,0.621077
1401,41.913216,88.888646,1.040570,,0.246386,0.284274,0.002848,0.161720,0.367591,0.353038,0.315895,0.375609,0.038713,0.494767,,-0.155122,0.547375,-0.036671,-0.022856,-0.714393,0.045442,-0.072131,-0.805020,0.368652,0.017213,,0.622728
1402,48.717912,88.888646,1.053990,,0.246566,0.282759,0.002850,0.170657,0.376900,0.355104,0.321777,0.374634,0.038162,0.500892,,-0.364510,0.073789,0.000749,-0.260716,-0.935914,-0.054699,0.012400,0.034022,0.010327,-0.311703,,0.600454
1403,48.717912,88.888646,1.053889,,0.249747,0.275574,0.002804,0.168965,0.372079,0.341533,0.312341,0.370974,0.037712,0.513025,,-0.364510,0.073789,0.000749,-0.260716,-0.935914,-0.054699,0.012400,0.034022,0.010327,-0.311703,,0.595363
1404,35.250511,88.888646,1.051079,,0.249764,0.271996,0.002788,0.163719,0.368801,0.339029,0.315494,0.369363,0.037493,0.507897,,-1.026006,0.484836,-0.059954,0.081696,-1.099170,0.035814,0.608447,0.502761,-0.004237,-1.271590,,0.601553
1405,41.416678,88.888646,1.047252,,0.251643,0.272152,0.002794,0.161833,0.366485,0.339693,0.322101,0.350820,0.036387,0.496725,,0.548978,0.035653,-0.045566,-0.278572,-1.025513,-0.934930,-0.951816,-0.036296,0.387660,-0.733665,,0.601701
1406,39.043766,88.888646,1.043926,,0.247040,0.271913,0.002797,0.163005,0.355728,0.330303,0.310625,0.351819,0.035540,0.498223,,0.040632,0.038316,-0.025722,0.191170,-0.154104,-0.024451,0.078628,-0.025151,-0.156156,-0.839613,,0.601016
1407,39.043766,88.888646,1.042850,,0.245348,0.277880,0.002895,0.163947,0.354022,0.323720,0.309752,0.351536,0.035455,0.485011,,0.040632,0.038316,-0.025722,0.191170,-0.154104,-0.024451,0.078628,-0.025151,-0.156156,-0.839613,,0.599595
1408,43.705495,88.888646,1.046170,,0.247786,0.293967,0.002943,0.164376,0.358817,0.320487,0.317758,0.361095,0.035598,0.489383,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.590733
1409,43.705495,88.888646,1.044266,,0.244181,0.283650,0.002860,0.164187,0.355802,0.323937,0.323400,0.364509,0.035512,0.485805,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.595608
1410,43.705495,88.888646,1.042970,,0.248692,0.278448,0.002836,0.164006,0.354548,0.331022,0.330404,0.357647,0.035539,0.464305,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.595778
1411,43.705495,87.242274,1.052254,,0.250572,0.278662,0.002714,0.163325,0.351303,0.336529,0.344269,0.361925,0.035377,0.461447,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.602232
1412,43.705495,87.242274,1.056449,,0.254826,0.279085,0.002809,0.175104,0.348916,0.339972,0.345195,0.371816,0.033983,0.455968,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.587414
1413,43.705495,86.282119,1.057732,,0.241025,0.281203,0.002792,0.179877,0.366744,0.340164,0.341119,0.376765,0.032344,0.443279,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.582889
1414,43.705495,86.282119,1.056120,,0.245976,0.285105,0.002834,0.181910,0.366372,0.342009,0.338196,0.384677,0.031772,0.443786,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.585348
1415,43.705495,87.267807,1.051095,,0.239822,0.281038,0.002782,0.182013,0.361062,0.344139,0.329461,0.387722,0.031011,0.440529,,0.082133,-0.642586,-0.093807,0.043808,0.046270,0.112659,-0.025532,-0.221441,-0.045818,0.003404,,0.573586
1416,31.251367,87.267807,1.049041,,0.241200,0.282037,0.002773,0.181057,0.357680,0.336389,0.331549,0.391498,0.029819,0.437044,,-0.099269,-0.839109,-0.054661,0.006943,0.017468,0.059330,0.110199,-0.231442,0.000014,-0.133674,,0.571876
1417,31.251367,87.267807,1.053160,,0.233655,0.274552,0.002742,0.175888,0.352358,0.324535,0.336289,0.389983,0.028809,0.425474,,-0.099269,-0.839109,-0.054661,0.006943,0.017468,0.059330,0.110199,-0.231442,0.000014,-0.133674,,0.564432
1418,40.165610,87.267807,1.053907,,0.234438,0.272108,0.002738,0.174945,0.355768,0.328844,0.333009,0.389244,0.028615,0.417426,,0.450583,-0.161442,-0.108189,0.055444,0.548682,-0.897912,-0.068567,-0.246788,-0.110927,-0.237066,,0.569682
1419,40.165610,87.267807,1.048203,,0.233512,0.281370,0.002831,0.172852,0.362366,0.325892,0.330698,0.394169,0.029269,0.434366,,0.450583,-0.161442,-0.108189,0.055444,0.548682,-0.897912,-0.068567,-0.246788,-0.110927,-0.237066,,0.587693
1420,40.165610,87.267807,1.045626,,0.236197,0.280093,0.002731,0.177462,0.363763,0.321661,0.333074,0.387929,0.029210,0.432220,,0.450583,-0.161442,-0.108189,0.055444,0.548682,-0.897912,-0.068567,-0.246788,-0.110927,-0.237066,,0.589812
1421,40.165610,87.267807,1.050425,,0.232429,0.288789,0.002720,0.176017,0.359652,0.317084,0.336144,0.389747,0.028870,0.436377,,0.450583,-0.161442,-0.108189,0.055444,0.548682,-0.897912,-0.068567,-0.246788,-0.110927,-0.237066,,0.609641
1422,46.065649,87.267807,1.047825,,0.233103,0.297012,0.002713,0.176490,0.346545,0.334613,0.336545,0.389747,0.028141,0.432403,,-0.149824,0.425124,-0.057109,-0.141674,-0.026639,0.090725,0.461243,-0.613922,-0.170759,-0.088464,,0.600941
1423,33.103234,87.267807,1.053586,,0.218223,0.288932,0.002669,0.174519,0.350650,0.334532,0.336908,0.384897,0.028111,0.453144,,0.452478,0.009352,-0.055937,0.570608,0.530546,0.389202,-0.202866,1.033398,-0.065750,-1.020974,,0.593635
1424,46.065649,87.267807,1.048696,,0.217411,0.285436,0.002617,0.172025,0.347167,0.341157,0.341109,0.359323,0.028728,0.455577,,-0.149824,0.425124,-0.057109,-0.141674,-0.026639,0.090725,0.461243,-0.613922,-0.170759,-0.088464,,0.592449
1425,46.065649,90.383248,1.042832,,0.206987,0.283176,0.002817,0.178417,0.326061,0.339422,0.342408,0.360659,0.028547,0.456450,,-0.149824,0.425124,-0.057109,-0.141674,-0.026639,0.090725,0.461243,-0.613922,-0.170759,-0.088464,,0.601314
1426,47.529939,90.383248,1.039225,,0.213165,0.288725,0.002776,0.178740,0.324108,0.343917,0.333032,0.354498,0.028336,0.454568,,-0.181541,-1.090250,0.028062,0.067326,-0.664637,0.363949,-1.015823,0.009364,-0.125020,-1.105951,,0.611766
