min,-5.120000,max,5.120000,populationsize,250,children,40
gen,best,worst,alpha,,var_x[0],var_x[1],var_x[2],var_x[3],var_x[4],var_x[5],var_x[6],var_x[7],var_x[8],var_x[9],,best_x[0],best_x[1],best_x[2],best_x[3],best_x[4],best_x[5],best_x[6],best_x[7],best_x[8],best_x[9],,distance
1427,42.959894,90.383248,1.037014,,0.209546,0.285674,0.002729,0.181679,0.315973,0.337887,0.331629,0.347985,0.029142,0.452101,,-0.019041,-0.058262,-0.020381,0.464209,-0.735586,-0.024169,-0.069670,0.531500,-0.258017,-0.669948,,0.608292
1428,42.959894,90.383248,1.048766,,0.219341,0.283785,0.002692,0.189548,0.314338,0.322437,0.328384,0.349180,0.026856,0.488644,,-0.019041,-0.058262,-0.020381,0.464209,-0.735586,-0.024169,-0.069670,0.531500,-0.258017,-0.669948,,0.605230
1429,42.959894,90.383248,1.053397,,0.221723,0.297038,0.002672,0.188943,0.318542,0.330337,0.322030,0.350560,0.025865,0.487170,,-0.019041,-0.058262,-0.020381,0.464209,-0.735586,-0.024169,-0.069670,0.531500,-0.258017,-0.669948,,0.600846
1430,42.959894,90.383248,1.048673,,0.222843,0.298146,0.002621,0.189689,0.323284,0.333140,0.316025,0.347486,0.025080,0.483664,,-0.019041,-0.058262,-0.020381,0.464209,-0.735586,-0.024169,-0.069670,0.531500,-0.258017,-0.669948,,0.602756
1431,37.100825,90.383248,1.043428,,0.220580,0.300238,0.002559,0.187832,0.325606,0.333744,0.309454,0.336082,0.024999,0.468787,,-0.347150,-0.006404,-0.034921,-0.045217,-1.085805,0.489067,-0.172948,0.562818,-0.134453,-0.867891,,0.611209
1432,42.959894,90.383248,1.038731,,0.216869,0.302586,0.002594,0.190989,0.327187,0.331614,0.313615,0.343721,0.025003,0.470871,,-0.019041,-0.058262,-0.020381,0.464209,-0.735586,-0.024169,-0.069670,0.531500,-0.258017,-0.669948,,0.619051
1433,46.350807,90.383248,1.036338,,0.214037,0.300396,0.002556,0.185422,0.333349,0.329571,0.311248,0.336540,0.023934,0.464551,,-0.653992,0.078600,-0.052708,-1.087039,-0.895292,0.518926,-0.118590,-0.021126,0.395288,0.401362,,0.610943
1434,42.823375,90.383248,1.039554,,0.205722,0.296553,0.002525,0.178027,0.330959,0.337332,0.307317,0.331060,0.022869,0.455538,,-0.097737,-0.253728,-0.079657,0.009031,-0.841627,0.526628,-0.290235,-0.189332,-0.115779,-0.981689,,0.613274
1435,42.823375,90.383248,1.043354,,0.203693,0.289082,0.002562,0.174451,0.321598,0.336269,0.302306,0.341063,0.023364,0.443808,,-0.097737,-0.253728,-0.079657,0.009031,-0.841627,0.526628,-0.290235,-0.189332,-0.115779,-0.981689,,0.612081
1436,42.823375,90.383248,1.040027,,0.205784,0.284065,0.002526,0.173173,0.332833,0.340487,0.303223,0.340018,0.022895,0.449031,,-0.097737,-0.253728,-0.079657,0.009031,-0.841627,0.526628,-0.290235,-0.189332,-0.115779,-0.981689,,0.622138
1437,43.309110,90.383248,1.037193,,0.202972,0.282038,0.002463,0.174255,0.341616,0.355589,0.305888,0.334720,0.022109,0.440985,,-0.279688,-0.054147,-0.055189,-0.224532,-0.690284,-0.162559,-0.115318,-0.030633,-0.020180,0.003766,,0.628085
1438,42.338594,90.383248,1.035688,,0.198484,0.284248,0.002496,0.173002,0.338055,0.346523,0.305588,0.331908,0.021847,0.443804,,-0.115582,0.514889,-0.022246,-0.002437,0.991328,0.145518,0.528118,-0.309309,-0.163116,0.470533,,0.625657
1439,43.309110,90.383248,1.032471,,0.200036,0.285998,0.002508,0.173608,0.329223,0.341715,0.305939,0.333345,0.021603,0.453439,,-0.279688,-0.054147,-0.055189,-0.224532,-0.690284,-0.162559,-0.115318,-0.030633,-0.020180,0.003766,,0.624628
1440,43.309110,90.383248,1.037305,,0.198048,0.284883,0.002448,0.174104,0.335316,0.351435,0.322640,0.332922,0.021429,0.442986,,-0.279688,-0.054147,-0.055189,-0.224532,-0.690284,-0.162559,-0.115318,-0.030633,-0.020180,0.003766,,0.624710
1441,48.934878,90.383248,1.031970,,0.197310,0.280863,0.002450,0.168089,0.332905,0.351745,0.318963,0.331120,0.020666,0.438798,,-0.036995,0.703275,-0.036328,-0.189702,0.057628,-0.937454,-0.204527,-0.126003,-0.090293,0.090652,,0.611582
1442,46.011164,90.383248,1.038072,,0.192661,0.292661,0.002441,0.170630,0.333028,0.350460,0.315738,0.332136,0.021020,0.445754,,0.492754,1.037648,-0.099560,0.943276,0.024441,-0.031525,-0.131951,-0.837601,0.200363,-1.998893,,0.609484
1443,46.011164,90.383248,1.032847,,0.194355,0.291408,0.002412,0.167857,0.329883,0.350081,0.327788,0.332631,0.020709,0.450603,,0.492754,1.037648,-0.099560,0.943276,0.024441,-0.031525,-0.131951,-0.837601,0.200363,-1.998893,,0.613615
1444,37.863391,90.383248,1.029931,,0.195850,0.292981,0.002335,0.171011,0.335527,0.348315,0.328683,0.329544,0.020424,0.443500,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.620397
1445,37.863391,86.090560,1.030486,,0.193293,0.290626,0.002358,0.171031,0.333912,0.336177,0.316312,0.328592,0.020178,0.439299,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.620002
1446,37.863391,86.090560,1.035241,,0.201206,0.288315,0.002464,0.171889,0.336575,0.342039,0.319968,0.327994,0.022848,0.427437,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.615790
1447,37.863391,86.090560,1.043278,,0.203910,0.273177,0.002500,0.176860,0.340142,0.340965,0.332191,0.331932,0.022850,0.430213,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.607813
1448,37.863391,86.090560,1.043792,,0.202933,0.274712,0.002440,0.175130,0.340049,0.343838,0.337229,0.359398,0.022418,0.421700,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.621901
1449,37.863391,86.090560,1.040273,,0.201176,0.276092,0.002387,0.172592,0.336618,0.344541,0.328266,0.357278,0.022320,0.408223,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.614178
1450,37.863391,86.090560,1.036280,,0.196136,0.275033,0.002331,0.170062,0.334026,0.342321,0.331162,0.360984,0.021758,0.405839,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.606918
1451,37.863391,86.090560,1.036217,,0.195449,0.275742,0.002276,0.165124,0.322825,0.351806,0.335792,0.361789,0.021444,0.407416,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.610341
1452,37.863391,86.090560,1.031028,,0.193437,0.282276,0.002321,0.164785,0.328103,0.359610,0.333668,0.362441,0.021362,0.411654,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.599480
1453,37.863391,86.090560,1.028605,,0.193089,0.281281,0.002296,0.169551,0.327072,0.354273,0.331177,0.361316,0.021426,0.422778,,-0.923295,-0.939610,0.086297,-1.109698,-0.107827,-0.907395,-0.980561,-0.615218,0.041326,0.024184,,0.608999
1454,42.334729,86.090560,1.033656,,0.201563,0.282494,0.002456,0.176774,0.327545,0.349166,0.334900,0.362088,0.021404,0.414679,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.616063
1455,42.334729,86.090560,1.028890,,0.208335,0.288260,0.002442,0.182652,0.329029,0.351300,0.337016,0.358138,0.021221,0.431061,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.604300
1456,42.334729,86.090560,1.030099,,0.204507,0.291507,0.002399,0.178748,0.331820,0.346290,0.336093,0.358646,0.021260,0.407823,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.602349
1457,42.334729,86.090560,1.025547,,0.207593,0.291381,0.002396,0.183917,0.329693,0.346379,0.341199,0.355895,0.021599,0.424195,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.594044
1458,42.334729,86.090560,1.021275,,0.209591,0.307962,0.002444,0.183735,0.330209,0.343489,0.341635,0.360610,0.021822,0.416198,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.595340
1459,42.334729,86.090560,1.021894,,0.214984,0.307763,0.002436,0.181495,0.318380,0.337260,0.344989,0.368186,0.021881,0.401081,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.600930
1460,42.334729,86.090560,1.030372,,0.211112,0.317030,0.002506,0.175791,0.321529,0.331405,0.357297,0.365250,0.021842,0.391504,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.596202
1461,42.334729,86.090560,1.026494,,0.207385,0.316333,0.002471,0.173711,0.318201,0.314254,0.345941,0.360177,0.022027,0.390296,,0.419662,-0.073358,-0.005320,-0.233348,0.082295,0.439200,-0.152428,-0.240505,-0.008960,-1.135201,,0.599216
1462,34.305006,88.163598,1.022773,,0.206334,0.324218,0.002496,0.169622,0.318922,0.310995,0.333438,0.361016,0.022189,0.393749,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.601463
1463,34.305006,88.163598,1.022973,,0.211399,0.325779,0.002482,0.169742,0.314286,0.302616,0.330628,0.354491,0.022145,0.400384,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.593770
1464,34.305006,88.163598,1.019410,,0.201641,0.317975,0.002434,0.169147,0.309260,0.301164,0.332999,0.350603,0.020825,0.397410,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.593347
1465,34.305006,88.163598,1.014715,,0.207840,0.323374,0.002455,0.172829,0.308976,0.301326,0.330124,0.355105,0.021040,0.404468,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.594619
1466,34.305006,88.163598,1.009423,,0.207605,0.315456,0.002454,0.174997,0.307447,0.305305,0.326746,0.358739,0.021004,0.405297,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.589740
1467,34.305006,88.163598,1.011106,,0.203429,0.315914,0.002454,0.173160,0.302780,0.304409,0.323769,0.356424,0.020995,0.408491,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.596795
1468,34.305006,88.163598,1.010815,,0.201572,0.314083,0.002391,0.172853,0.303369,0.307357,0.320869,0.356708,0.020938,0.413485,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.598555
1469,34.305006,86.143622,1.022293,,0.199776,0.322750,0.002399,0.177476,0.304882,0.308704,0.324820,0.372889,0.020464,0.421906,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.601130
1470,34.305006,86.143622,1.026293,,0.198920,0.325895,0.002368,0.178917,0.296856,0.313564,0.319060,0.365085,0.019522,0.404889,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.605639
1471,34.305006,86.143622,1.027469,,0.200179,0.323425,0.002387,0.179758,0.301329,0.311119,0.321934,0.362853,0.018141,0.397599,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.608059
1472,34.305006,86.143622,1.022756,,0.200362,0.323298,0.002370,0.178285,0.302883,0.310163,0.316210,0.363983,0.017719,0.396851,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.611349
1473,34.305006,86.143622,1.020106,,0.200886,0.321728,0.002372,0.180754,0.302481,0.296853,0.333544,0.360667,0.017174,0.398507,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.613900
1474,34.305006,86.143622,1.015267,,0.196830,0.319897,0.002365,0.196226,0.300178,0.293613,0.326730,0.363138,0.017052,0.395225,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.611323
1475,34.305006,86.143622,1.009471,,0.194743,0.312007,0.002361,0.193210,0.298204,0.298785,0.335644,0.362115,0.016486,0.386693,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.619562
1476,34.305006,86.143622,1.010825,,0.186145,0.312624,0.002496,0.200090,0.285994,0.292328,0.330528,0.362775,0.016344,0.376457,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.617279
1477,34.305006,86.143622,1.008735,,0.178839,0.298387,0.002475,0.201029,0.274280,0.290918,0.329380,0.352567,0.016181,0.380550,,0.027369,-0.566104,-0.024581,-0.097906,-0.929209,0.060591,-1.132002,0.536921,-0.026070,-0.064980,,0.617063
1478,45.638200,86.143622,1.009163,,0.179164,0.303948,0.002459,0.206456,0.284872,0.295470,0.331391,0.342758,0.015833,0.379141,,-0.527777,-0.881604,-0.003292,-0.041093,-0.865566,-0.166410,-1.050775,-0.114224,-0.012871,-0.225140,,0.614392
1479,35.699088,86.143622,1.006003,,0.194510,0.311242,0.002432,0.212690,0.286254,0.302191,0.330771,0.347301,0.015907,0.383671,,0.037133,-0.122197,-0.060484,0.061017,-0.169172,-0.005212,0.049283,-0.547563,0.015703,-0.963847,,0.609464
1480,35.699088,86.143622,1.009149,,0.198539,0.308794,0.002424,0.209471,0.280293,0.303891,0.330463,0.352847,0.015685,0.379741,,0.037133,-0.122197,-0.060484,0.061017,-0.169172,-0.005212,0.049283,-0.547563,0.015703,-0.963847,,0.612170
1481,35.699088,86.143622,1.005765,,0.197167,0.308514,0.002356,0.206130,0.275565,0.308709,0.326414,0.354958,0.015555,0.376864,,0.037133,-0.122197,-0.060484,0.061017,-0.169172,-0.005212,0.049283,-0.547563,0.015703,-0.963847,,0.605915
1482,35.699088,84.984266,1.000000,,0.205090,0.303175,0.002358,0.206882,0.263368,0.312481,0.324707,0.348133,0.014773,0.368075,,0.037133,-0.122197,-0.060484,0.061017,-0.169172,-0.005212,0.049283,-0.547563,0.015703,-0.963847,,0.609401
1483,35.699088,84.984266,1.007927,,0.205509,0.305430,0.002334,0.202491,0.266447,0.311323,0.323705,0.350838,0.014318,0.364503,,0.037133,-0.122197,-0.060484,0.061017,-0.169172,-0.005212,0.049283,-0.547563,0.015703,-0.963847,,0.621176
1484,35.699088,84.984266,1.006489,,0.204235,0.313302,0.002302,0.201692,0.261309,0.303899,0.307845,0.350642,0.014364,0.352936,,0.037133,-0.122197,-0.060484,0.061017,-0.169172,-0.005212,0.049283,-0.547563,0.015703,-0.963847,,0.611996
1485,40.404720,84.984266,1.001190,,0.199472,0.297874,0.002348,0.197352,0.258697,0.302410,0.307372,0.347616,0.014074,0.348356,,-0.842027,0.417555,-0.008521,0.501302,-0.098776,0.363810,0.502584,-0.133760,-0.103056,-1.199404,,0.614580
1486,35.096802,84.984266,1.000000,,0.201178,0.299397,0.002376,0.194646,0.255529,0.305333,0.302384,0.339970,0.013909,0.345679,,0.131938,0.462825,-0.141166,-0.063116,-0.942363,-0.160064,0.016173,-1.167287,0.074754,0.032876,,0.615672
1487,35.096802,84.984266,1.000000,,0.196697,0.297765,0.002345,0.190017,0.255741,0.304304,0.297116,0.346781,0.013651,0.347351,,0.131938,0.462825,-0.141166,-0.063116,-0.942363,-0.160064,0.016173,-1.167287,0.074754,0.032876,,0.614656
1488,35.096802,84.984266,1.000000,,0.192776,0.297478,0.002374,0.190245,0.254973,0.302215,0.290311,0.351873,0.013458,0.357101,,0.131938,0.462825,-0.141166,-0.063116,-0.942363,-0.160064,0.016173,-1.167287,0.074754,0.032876,,0.616649
1489,35.096802,84.984266,1.002878,,0.197608,0.289691,0.002354,0.188073,0.247399,0.314384,0.289567,0.356885,0.013216,0.367115,,0.131938,0.462825,-0.141166,-0.063116,-0.942363,-0.160064,0.016173,-1.167287,0.074754,0.032876,,0.602758
1490,35.096802,84.984266,1.000000,,0.191921,0.291143,0.002367,0.186528,0.243725,0.315137,0.290592,0.363851,0.013173,0.362215,,0.131938,0.462825,-0.141166,-0.063116,-0.942363,-0.160064,0.016173,-1.167287,0.074754,0.032876,,0.611366
1491,35.096802,84.984266,1.000000,,0.190835,0.291725,0.002362,0.186187,0.262779,0.315325,0.290401,0.373704,0.013177,0.363390,,0.131938,0.462825,-0.141166,-0.063116,-0.942363,-0.160064,0.016173,-1.167287,0.074754,0.032876,,0.606648
1492,35.096802,84.984266,1.000000,,0.191034,0.298100,0.002313,0.186340,0.263164,0.309485,0.294634,0.369294,0.013265,0.370585,,0.131938,0.462825,-0.141166,-0.063116,-0.942363,-0.160064,0.016173,-1.167287,0.074754,0.032876,,0.613085
1493,36.940336,84.984266,1.000000,,0.186048,0.294094,0.002276,0.182481,0.266147,0.309481,0.288358,0.367603,0.013351,0.371061,,-0.206642,-0.267940,-0.051704,-0.006075,-0.043135,0.016418,-0.040816,0.644725,-0.099122,0.494480,,0.607289
1494,36.940336,84.984266,1.005115,,0.185316,0.287851,0.002252,0.178678,0.266183,0.304571,0.273089,0.363324,0.013156,0.362411,,-0.206642,-0.267940,-0.051704,-0.006075,-0.043135,0.016418,-0.040816,0.644725,-0.099122,0.494480,,0.609614
1495,36.940336,84.984266,1.004696,,0.182290,0.296310,0.002189,0.179131,0.266228,0.300807,0.271219,0.352750,0.013251,0.361312,,-0.206642,-0.267940,-0.051704,-0.006075,-0.043135,0.016418,-0.040816,0.644725,-0.099122,0.494480,,0.618692
1496,36.940336,84.984266,1.010676,,0.185393,0.295101,0.002132,0.174446,0.262575,0.297612,0.272916,0.346684,0.013022,0.360884,,-0.206642,-0.267940,-0.051704,-0.006075,-0.043135,0.016418,-0.040816,0.644725,-0.099122,0.494480,,0.621242
1497,40.236903,84.984266,1.006737,,0.191041,0.294510,0.002154,0.173554,0.264425,0.297230,0.271555,0.341858,0.012937,0.355487,,0.447295,0.040058,0.013934,0.071474,0.088783,-0.169645,-0.705113,-0.981756,0.034029,-0.185086,,0.614312
1498,14.599469,84.984266,1.000000,,0.191375,0.291981,0.002163,0.173309,0.265768,0.301608,0.262593,0.342699,0.012842,0.354076,,0.001982,-0.022671,-0.013552,-0.017597,-0.090076,0.028082,0.000614,-0.276268,-0.029598,0.020405,,0.623050
1499,14.599469,84.984266,1.000669,,0.192735,0.285657,0.002204,0.173640,0.273837,0.299810,0.263902,0.347239,0.012389,0.352448,,0.001982,-0.022671,-0.013552,-0.017597,-0.090076,0.028082,0.000614,-0.276268,-0.029598,0.020405,,0.608217
1500,14.599469,84.984266,1.000000,,0.191587,0.283630,0.002215,0.172139,0.269479,0.295302,0.260584,0.346576,0.011868,0.346330,,0.001982,-0.022671,-0.013552,-0.017597,-0.090076,0.028082,0.000614,-0.276268,-0.029598,0.020405,,0.605946
1501,34.615664,84.984266,1.000000,,0.191659,0.283112,0.002204,0.167754,0.267955,0.294544,0.257757,0.345434,0.011557,0.343137,,0.526628,0.001728,-0.071447,0.086126,0.460901,0.363139,0.091042,0.053134,-0.050528,1.000545,,0.591737
1502,34.615664,84.984266,1.000000,,0.193784,0.281065,0.002242,0.172029,0.263095,0.297825,0.262349,0.356108,0.011804,0.350027,,0.526628,0.001728,-0.071447,0.086126,0.460901,0.363139,0.091042,0.053134,-0.050528,1.000545,,0.601801
1503,34.615664,84.984266,1.002199,,0.197622,0.275041,0.002225,0.169997,0.264998,0.298890,0.265525,0.366223,0.011583,0.343289,,0.526628,0.001728,-0.071447,0.086126,0.460901,0.363139,0.091042,0.053134,-0.050528,1.000545,,0.611554
1504,34.615664,84.984266,1.004241,,0.199203,0.275507,0.002213,0.169773,0.265387,0.305790,0.264242,0.362009,0.011486,0.339873,,0.526628,0.001728,-0.071447,0.086126,0.460901,0.363139,0.091042,0.053134,-0.050528,1.000545,,0.609628
1505,34.615664,84.984266,1.000000,,0.198037,0.274353,0.002195,0.170095,0.261170,0.304773,0.256272,0.368585,0.011466,0.328436,,0.526628,0.001728,-0.071447,0.086126,0.460901,0.363139,0.091042,0.053134,-0.050528,1.000545,,0.614948
1506,34.164082,84.984266,1.000383,,0.192483,0.272551,0.002144,0.167858,0.260047,0.301965,0.249933,0.376321,0.011332,0.324438,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.610845
1507,34.164082,85.914624,1.000000,,0.186842,0.271607,0.002132,0.169522,0.257888,0.302428,0.248248,0.375703,0.011351,0.321216,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.604626
1508,34.164082,85.914624,1.002207,,0.179104,0.268891,0.002103,0.164759,0.254058,0.301171,0.246175,0.373210,0.011273,0.319051,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.609276
1509,34.164082,85.914624,1.003975,,0.178429,0.268092,0.002169,0.158638,0.252826,0.292254,0.244177,0.371666,0.011114,0.322541,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.598317
1510,34.164082,85.914624,1.002377,,0.172409,0.271748,0.002168,0.157405,0.253631,0.293173,0.252399,0.372403,0.011323,0.320631,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.604399
1511,34.164082,85.914624,1.005275,,0.171242,0.289163,0.002104,0.160480,0.252403,0.289598,0.259420,0.370420,0.010624,0.314593,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.600974
1512,34.164082,85.914624,1.000871,,0.170060,0.289451,0.002063,0.161312,0.249262,0.285379,0.267021,0.364368,0.010329,0.313362,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.593850
1513,34.164082,85.914624,1.004391,,0.180190,0.292138,0.002052,0.162932,0.250497,0.289260,0.267696,0.362829,0.010271,0.318380,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.597305
1514,34.164082,85.914624,1.000000,,0.184746,0.288738,0.002204,0.161111,0.248118,0.286111,0.269644,0.384474,0.010204,0.312654,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.606982
1515,34.164082,85.914624,1.000000,,0.181815,0.286923,0.002179,0.160751,0.244659,0.282195,0.268705,0.379689,0.010071,0.314472,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.599720
1516,34.164082,85.914624,1.000000,,0.184663,0.274799,0.002250,0.158128,0.247039,0.274107,0.259245,0.379886,0.010312,0.316477,,-0.013394,-0.160456,-0.028135,-0.136961,-0.298453,0.125775,-0.004992,0.051414,-0.020552,0.023819,,0.570644
