generation,alpha,evaluation_count,population_size
790,1.2046549299283122,78210,120
791,1.2045328304183345,78309,120
792,1.2054303631650034,78408,120
793,1.2052891894876807,78507,120
794,1.2050850711493428,78606,120
795,1.204622814019336,78705,120
796,1.2044219847603956,78804,120
797,1.2044832288270788,78903,120
798,1.2037537893128898,79002,120
799,1.205017502944262,79101,120
800,1.2055766961850869,79200,120
801,1.2056766043451108,79299,120
802,1.206376322461689,79398,120
803,1.2068594300955475,79497,120
804,1.2064410994928529,79596,120
805,1.2062662779386748,79695,120
806,1.2061556165277811,79794,120
807,1.2065771267999565,79893,120
808,1.2064696395627266,79992,120
809,1.2056810266112925,80091,120
810,1.2051109380227731,80190,120
811,1.2060039896023864,80289,120
812,1.2055651705297068,80388,120
813,1.2057428469694567,80487,120
814,1.205270669179437,80586,120
815,1.2053286925358917,80685,120
816,1.2055405111426798,80784,120
817,1.2053742287584457,80883,120
818,1.2060252601717476,80982,120
819,1.2054663680345268,81081,120
820,1.2055757036949195,81180,120
821,1.2055588241546782,81279,120
822,1.2053546166060627,81378,120
823,1.2055938420906032,81477,120
824,1.2057181536948374,81576,120
825,1.2052279571867814,81675,120
826,1.2052753232133502,81774,120
827,1.2058423505253379,81873,120
828,1.2057001943713157,81972,120
829,1.2056169435288431,82071,120
830,1.2056051786613105,82170,120
831,1.2064194740407255,82269,120
832,1.2059362884617257,82368,120
833,1.2059256279010819,82467,120
834,1.2056924233282797,82566,120
835,1.2062954215557338,82665,120
836,1.2067377295611852,82764,120
837,1.2072283000304387,82863,120
838,1.2085923895925574,82962,120
839,1.208894532971571,83061,120
840,1.2091950021144726,83160,120
841,1.2091867734836479,83259,120
842,1.209244062845189,83358,120
843,1.2088929042110323,83457,120
844,1.2092811879152607,83556,120
845,1.2088008844414204,83655,120
846,1.2085078047480402,83754,120
847,1.2084872793305532,83853,120
848,1.2090353572814792,83952,120
849,1.2097082314133285,84051,120
850,1.2093693831660639,84150,120
851,1.2096677031813357,84249,120
852,1.2093158114362583,84348,120
853,1.2091480796546303,84447,120
854,1.2093443010198426,84546,120
855,1.2090325343461599,84645,120
856,1.2094683425569874,84744,120
857,1.2093859649733427,84843,120
858,1.2094242273955287,84942,120
859,1.2091646766292088,85041,120
860,1.2088515910184963,85140,120
861,1.2085508818082651,85239,120
862,1.2082013174461774,85338,120
863,1.2086985203899483,85437,120
864,1.2095195798909597,85536,120
865,1.2091533099661551,85635,120
866,1.209622298881978,85734,120
867,1.2104230638858426,85833,120
868,1.2103599634095192,85932,120
869,1.2105856165345248,86031,120
870,1.2103715946569877,86130,120
871,1.2106276173958792,86229,120
872,1.2105686131023197,86328,120
873,1.2104103229548957,86427,120
874,1.2108662821317937,86526,120
